work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_ratio_pt,experience_level_pt,employment_type_pt,company_size_pt,salary_usd_k,residence_iso3
2024,MI,FT,Data Engineer,143000,USD,143000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,143.0,USA
2024,MI,FT,Data Engineer,132000,USD,132000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,132.0,USA
2024,EN,FT,Data Engineer,110240,USD,110240,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,110.24,USA
2024,EN,FT,Data Engineer,39500,USD,39500,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,39.5,USA
2024,SE,FT,Data Engineer,31848,EUR,35386,HR,0,HR,M,Presencial,Sênior,Tempo Integral,Média,35.386,HRV
2024,SE,FT,Data Engineer,296300,USD,296300,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,296.3,USA
2024,SE,FT,Data Engineer,166600,USD,166600,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,166.6,USA
2024,SE,FT,Data Engineer,199000,USD,199000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,199.0,USA
2024,SE,FT,Data Engineer,136038,USD,136038,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,136.038,USA
2024,SE,FT,Data Engineer,183000,USD,183000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,183.0,USA
2024,SE,FT,Data Engineer,167000,USD,167000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,167.0,USA
2024,SE,FT,Engineer,178200,USD,178200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,178.2,USA
2024,SE,FT,Engineer,74800,USD,74800,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,74.8,USA
2024,SE,FT,Data Analyst,194000,USD,194000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,194.0,USA
2024,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,116.0,USA
2024,SE,FT,Data Analyst,219200,USD,219200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,219.2,USA
2024,SE,FT,Data Analyst,103800,USD,103800,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,103.8,USA
2024,SE,FT,Data Analyst,31848,EUR,35386,HR,0,HR,M,Presencial,Sênior,Tempo Integral,Média,35.386,HRV
2024,EN,FT,Data Analyst,89305,USD,89305,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,89.305,USA
2024,EN,FT,Data Analyst,61600,USD,61600,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,61.6,USA
2024,SE,FT,Data Scientist,232000,USD,232000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,232.0,USA
2024,SE,FT,Data Scientist,129000,USD,129000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,129.0,USA
2024,EN,FT,Data Scientist,110240,USD,110240,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,110.24,USA
2024,EN,FT,Data Scientist,39500,USD,39500,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,39.5,USA
2024,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,225.0,USA
2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,180.0,USA
2024,SE,FT,Data Scientist,253000,USD,253000,CA,0,CA,M,Presencial,Sênior,Tempo Integral,Média,253.0,CAN
2024,SE,FT,Data Scientist,108100,USD,108100,CA,0,CA,M,Presencial,Sênior,Tempo Integral,Média,108.1,CAN
2024,SE,FT,Data Scientist,248700,USD,248700,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,248.7,USA
2024,SE,FT,Data Scientist,136300,USD,136300,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,136.3,USA
2024,MI,FT,Data Scientist,103100,USD,103100,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,103.1,USA
2024,MI,FT,Data Scientist,76200,USD,76200,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,76.2,USA
2024,MI,FT,Data Scientist,90012,USD,90012,CA,0,CA,M,Presencial,Pleno,Tempo Integral,Média,90.012,CAN
2024,MI,FT,Data Scientist,68562,USD,68562,CA,0,CA,M,Presencial,Pleno,Tempo Integral,Média,68.562,CAN
2024,SE,FT,Data Scientist,182400,USD,182400,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,182.4,USA
2024,SE,FT,Data Scientist,104200,USD,104200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,104.2,USA
2024,MI,FT,Data Scientist,161500,USD,161500,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,161.5,USA
2024,MI,FT,Data Scientist,120400,USD,120400,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,120.4,USA
2024,EN,FT,Data Scientist,145800,USD,145800,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,145.8,USA
2024,EN,FT,Data Scientist,83300,USD,83300,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,83.3,USA
2024,SE,FT,Business Intelligence Developer,268900,USD,268900,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,268.9,USA
2024,SE,FT,Business Intelligence Developer,103800,USD,103800,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,103.8,USA
2024,SE,FT,Software Engineer,253000,USD,253000,CA,0,CA,M,Presencial,Sênior,Tempo Integral,Média,253.0,CAN
2024,SE,FT,Software Engineer,135800,USD,135800,CA,0,CA,M,Presencial,Sênior,Tempo Integral,Média,135.8,CAN
2024,SE,FT,Software Engineer,208000,USD,208000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,208.0,USA
2024,SE,FT,Software Engineer,141340,USD,141340,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,141.34,USA
2024,SE,FT,Product Manager,250200,USD,250200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,250.2,USA
2024,SE,FT,Product Manager,117200,USD,117200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,117.2,USA
2024,EN,FT,Analyst,95000,USD,95000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,95.0,USA
2024,EN,FT,Analyst,85000,USD,85000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,85.0,USA
2024,MI,FT,Engineer,173000,USD,173000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,173.0,USA
2024,MI,FT,Engineer,116000,USD,116000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,116.0,USA
2024,SE,FT,Manager,234000,USD,234000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,234.0,USA
2024,SE,FT,Manager,156000,USD,156000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,156.0,USA
2024,SE,FT,Manager,235000,USD,235000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,235.0,USA
2024,SE,FT,Manager,180000,USD,180000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,180.0,USA
2024,MI,FT,Software Engineer,187300,USD,187300,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,187.3,USA
2024,MI,FT,Software Engineer,87200,USD,87200,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,87.2,USA
2024,MI,FT,Analyst,161300,USD,161300,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,161.3,USA
2024,MI,FT,Analyst,107300,USD,107300,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,107.3,USA
2024,MI,FT,Platform Engineer,160000,USD,160000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,160.0,USA
2024,MI,FT,Platform Engineer,97097,USD,97097,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,97.097,USA
2024,MI,FT,Platform Engineer,207000,USD,207000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,207.0,USA
2024,MI,FT,Platform Engineer,111662,USD,111662,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,111.662,USA
2024,MI,FT,Software Engineer,240240,USD,240240,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,240.24,USA
2024,MI,FT,Software Engineer,207992,USD,207992,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,207.992,USA
2024,EN,FT,Engineer,145000,USD,145000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,145.0,USA
2024,EN,FT,Engineer,99000,USD,99000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,99.0,USA
2024,MI,FT,Engineer,264200,USD,264200,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,264.2,USA
2024,MI,FT,Engineer,143100,USD,143100,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,143.1,USA
2024,MI,FT,Software Engineer,118612,USD,118612,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,118.612,USA
2024,MI,FT,Software Engineer,83028,USD,83028,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,83.028,USA
2024,MI,FT,Software Engineer,118612,USD,118612,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,118.612,USA
2024,MI,FT,Software Engineer,83028,USD,83028,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,83.028,USA
2024,MI,FT,Engineer,90000,USD,90000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,90.0,USA
2024,MI,FT,Engineer,65811,USD,65811,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,65.811,USA
2024,MI,FT,Software Engineer,118612,USD,118612,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,118.612,USA
2024,MI,FT,Software Engineer,83028,USD,83028,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,83.028,USA
2024,MI,FT,Software Engineer,208800,USD,208800,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,208.8,USA
2024,MI,FT,Software Engineer,98300,USD,98300,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,98.3,USA
2024,SE,FT,Engineer,230000,USD,230000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,230.0,USA
2024,SE,FT,Engineer,140000,USD,140000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,140.0,USA
2024,MI,FT,Cloud Database Administrator,112900,USD,112900,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,112.9,USA
2024,MI,FT,Cloud Database Administrator,75300,USD,75300,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,75.3,USA
2024,MI,FT,Data Visualization Specialist,137000,USD,137000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,137.0,USA
2024,MI,FT,Data Visualization Specialist,60300,USD,60300,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,60.3,USA
2024,SE,FT,Analytics Engineer,224880,USD,224880,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,224.88,USA
2024,SE,FT,Analytics Engineer,121500,USD,121500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,121.5,USA
2024,MI,FT,Analytics Engineer,161000,USD,161000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,161.0,USA
2024,MI,FT,Analytics Engineer,140000,USD,140000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,140.0,USA
2024,SE,FT,Analytics Engineer,60000,GBP,75000,GB,0,GB,M,Presencial,Sênior,Tempo Integral,Média,75.0,GBR
2024,SE,FT,Analytics Engineer,60000,GBP,75000,GB,0,GB,M,Presencial,Sênior,Tempo Integral,Média,75.0,GBR
2024,EN,FT,Data Analyst,95347,USD,95347,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,95.347,USA
2024,EN,FT,Data Analyst,57200,USD,57200,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,57.2,USA
2024,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,175.0,USA
2024,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,140.0,USA
2024,SE,FT,Data Engineer,100000,GBP,125000,GB,0,GB,M,Presencial,Sênior,Tempo Integral,Média,125.0,GBR
2024,SE,FT,Data Engineer,80000,GBP,100000,GB,0,GB,M,Presencial,Sênior,Tempo Integral,Média,100.0,GBR
2024,SE,FT,Data Engineer,204000,USD,204000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,204.0,USA
2024,SE,FT,Data Engineer,163000,USD,163000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,163.0,USA
2024,SE,FT,Data Engineer,172000,USD,172000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,172.0,USA
2024,SE,FT,Data Engineer,75600,USD,75600,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,75.6,USA
2024,EN,FT,Data Engineer,50000,USD,50000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,50.0,USA
2024,EN,FT,Data Engineer,44000,USD,44000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,44.0,USA
2024,MI,FT,Data Engineer,172000,USD,172000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,172.0,USA
2024,MI,FT,Data Engineer,75600,USD,75600,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,75.6,USA
2024,SE,FT,Data Engineer,217100,USD,217100,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,217.1,USA
2024,SE,FT,Data Engineer,116900,USD,116900,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,116.9,USA
2024,SE,FT,Machine Learning Engineer,246500,USD,246500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,246.5,USA
2024,SE,FT,Machine Learning Engineer,151000,USD,151000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,151.0,USA
2024,MI,FT,Data Scientist,150327,USD,150327,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,150.327,USA
2024,MI,FT,Data Scientist,89139,USD,89139,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,89.139,USA
2024,SE,FT,Data Scientist,209300,USD,209300,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,209.3,USA
2024,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,80.0,USA
2024,MI,FT,Research Scientist,173000,USD,173000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,173.0,USA
2024,MI,FT,Research Scientist,117000,USD,117000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,117.0,USA
2024,SE,FT,Manager,202300,USD,202300,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,202.3,USA
2024,SE,FT,Manager,126700,USD,126700,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,126.7,USA
2024,MI,FT,Manager,180000,USD,180000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,180.0,USA
2024,MI,FT,Manager,120000,USD,120000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,120.0,USA
2024,MI,FT,Software Engineer,240240,USD,240240,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,240.24,USA
2024,MI,FT,Software Engineer,203350,USD,203350,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,203.35,USA
2024,SE,FT,Analyst,115000,USD,115000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,115.0,USA
2024,SE,FT,Analyst,95000,USD,95000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,95.0,USA
2024,MI,FT,Software Engineer,186000,USD,186000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,186.0,USA
2024,MI,FT,Software Engineer,96000,USD,96000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,96.0,USA
2024,SE,FT,Manager,356500,USD,356500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,356.5,USA
2024,SE,FT,Manager,188000,USD,188000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,188.0,USA
2024,MI,FT,Associate,120000,USD,120000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,120.0,USA
2024,MI,FT,Associate,85000,USD,85000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,85.0,USA
2024,EN,FT,Data Analyst,57700,EUR,64111,AT,0,AT,M,Presencial,Júnior,Tempo Integral,Média,64.111,AUT
2024,EN,FT,Data Analyst,57700,EUR,64111,AT,0,AT,M,Presencial,Júnior,Tempo Integral,Média,64.111,AUT
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,90.0,USA
2024,EN,FT,Data Analyst,60000,USD,60000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,60.0,USA
2024,EN,FT,Data Analyst,142500,USD,142500,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,142.5,USA
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,90.0,USA
2024,SE,FT,Data Analyst,195500,USD,195500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,195.5,USA
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,120.0,USA
2024,EN,FT,Data Analyst,96400,USD,96400,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,96.4,USA
2024,EN,FT,Data Analyst,64200,USD,64200,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,64.2,USA
2024,SE,FT,Manager,356500,USD,356500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,356.5,USA
2024,SE,FT,Manager,188000,USD,188000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,188.0,USA
2024,MI,FT,Software Developer,158400,USD,158400,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,158.4,USA
2024,MI,FT,Software Developer,91800,USD,91800,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,91.8,USA
2024,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,234.0,USA
2024,SE,FT,Data Scientist,117000,USD,117000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,117.0,USA
2024,MI,FT,Data Scientist,124800,USD,124800,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,124.8,USA
2024,MI,FT,Data Scientist,76128,USD,76128,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,76.128,USA
2024,SE,FT,Data Scientist,155376,USD,155376,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,155.376,USA
2024,SE,FT,Data Scientist,95264,USD,95264,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,95.264,USA
2024,SE,FT,Data Scientist,167200,USD,167200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,167.2,USA
2024,SE,FT,Data Scientist,83600,USD,83600,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,83.6,USA
2024,MI,FT,Software Engineer,124000,USD,124000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,124.0,USA
2024,MI,FT,Software Engineer,60800,USD,60800,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,60.8,USA
2024,SE,FT,Software Engineer,276000,USD,276000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,276.0,USA
2024,SE,FT,Software Engineer,148000,USD,148000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,148.0,USA
2024,MI,FT,Analyst,124800,USD,124800,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,124.8,USA
2024,MI,FT,Analyst,76128,USD,76128,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,76.128,USA
2024,SE,FT,Manager,180000,USD,180000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,180.0,USA
2024,SE,FT,Manager,90000,USD,90000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,90.0,USA
2024,MI,FT,Technical Writer,90000,USD,90000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,90.0,USA
2024,MI,FT,Technical Writer,80000,USD,80000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,80.0,USA
2024,SE,FT,Solutions Architect,279500,CAD,215000,CA,100,CA,M,Remoto,Sênior,Tempo Integral,Média,215.0,CAN
2024,SE,FT,Solutions Architect,127500,CAD,98076,CA,100,CA,M,Remoto,Sênior,Tempo Integral,Média,98.076,CAN
2024,SE,FT,Manager,299000,USD,299000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,299.0,USA
2024,SE,FT,Manager,156000,USD,156000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,156.0,USA
2024,SE,FT,Manager,356500,USD,356500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,356.5,USA
2024,SE,FT,Manager,188000,USD,188000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,188.0,USA
2024,MI,FT,Manager,164000,USD,164000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,164.0,USA
2024,MI,FT,Manager,97100,USD,97100,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,97.1,USA
2024,SE,FT,Solution Architect,222500,USD,222500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,222.5,USA
2024,SE,FT,Solution Architect,140000,USD,140000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,140.0,USA
2024,SE,FT,Product Manager,262100,USD,262100,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,262.1,USA
2024,SE,FT,Product Manager,146800,USD,146800,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,146.8,USA
