work_year,experience_level_pt,employment_type_pt,job_title,salary_in_usd,salary_usd_k,company_size_pt,remote_ratio_pt,residence_iso3
2024,Sênior,Tempo Integral,Manager,234000,234.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,156000,156.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,235000,235.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,180000,180.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,187300,187.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,87200,87.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Analyst,161300,161.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Analyst,107300,107.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Platform Engineer,160000,160.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Platform Engineer,97097,97.097,Média,Presencial,USA
2024,Pleno,Tempo Integral,Platform Engineer,207000,207.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Platform Engineer,111662,111.662,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,240240,240.24,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,207992,207.992,Média,Presencial,USA
2024,Júnior,Tempo Integral,Engineer,145000,145.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Engineer,99000,99.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,264200,264.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,143100,143.1,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,118612,118.612,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,83028,83.028,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,118612,118.612,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,83028,83.028,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,90000,90.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,65811,65.811,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,118612,118.612,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,83028,83.028,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,208800,208.8,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,98300,98.3,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,230000,230.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,140000,140.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Cloud Database Administrator,112900,112.9,Média,Presencial,USA
2024,Pleno,Tempo Integral,Cloud Database Administrator,75300,75.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Visualization Specialist,137000,137.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Visualization Specialist,60300,60.3,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analytics Engineer,224880,224.88,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analytics Engineer,121500,121.5,Média,Presencial,USA
2024,Pleno,Tempo Integral,Analytics Engineer,161000,161.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Analytics Engineer,140000,140.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analytics Engineer,75000,75.0,Média,Presencial,GBR
2024,Sênior,Tempo Integral,Analytics Engineer,75000,75.0,Média,Presencial,GBR
2024,Júnior,Tempo Integral,Data Analyst,95347,95.347,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,57200,57.2,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,175000,175.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,140000,140.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,125000,125.0,Média,Presencial,GBR
2024,Sênior,Tempo Integral,Data Engineer,100000,100.0,Média,Presencial,GBR
2024,Sênior,Tempo Integral,Data Engineer,204000,204.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,163000,163.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,172000,172.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,75600,75.6,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Engineer,50000,50.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Engineer,44000,44.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,172000,172.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,75600,75.6,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,217100,217.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,116900,116.9,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,246500,246.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,151000,151.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,150327,150.327,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,89139,89.139,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,209300,209.3,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,80000,80.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Research Scientist,173000,173.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Research Scientist,117000,117.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,202300,202.3,Média,Remoto,USA
2024,Sênior,Tempo Integral,Manager,126700,126.7,Média,Remoto,USA
2024,Pleno,Tempo Integral,Manager,180000,180.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Manager,120000,120.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Software Engineer,240240,240.24,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,203350,203.35,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analyst,115000,115.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analyst,95000,95.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,186000,186.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,96000,96.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,356500,356.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,188000,188.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Associate,120000,120.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Associate,85000,85.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,64111,64.111,Média,Presencial,AUT
2024,Júnior,Tempo Integral,Data Analyst,64111,64.111,Média,Presencial,AUT
2024,Júnior,Tempo Integral,Data Analyst,90000,90.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,60000,60.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,142500,142.5,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,90000,90.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,195500,195.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,120000,120.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,96400,96.4,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,64200,64.2,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,356500,356.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,188000,188.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Developer,158400,158.4,Média,Remoto,USA
2024,Pleno,Tempo Integral,Software Developer,91800,91.8,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Scientist,234000,234.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,117000,117.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,124800,124.8,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Scientist,76128,76.128,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Scientist,155376,155.376,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Scientist,95264,95.264,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Scientist,167200,167.2,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,83600,83.6,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,124000,124.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,60800,60.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,276000,276.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,148000,148.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Analyst,124800,124.8,Média,Remoto,USA
2024,Pleno,Tempo Integral,Analyst,76128,76.128,Média,Remoto,USA
2024,Sênior,Tempo Integral,Manager,180000,180.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,90000,90.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Technical Writer,90000,90.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Technical Writer,80000,80.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,215000,215.0,Média,Remoto,CAN
2024,Sênior,Tempo Integral,Solutions Architect,98076,98.076,Média,Remoto,CAN
2024,Sênior,Tempo Integral,Manager,299000,299.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,156000,156.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,356500,356.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,188000,188.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Manager,164000,164.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Manager,97100,97.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solution Architect,222500,222.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solution Architect,140000,140.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Product Manager,262100,262.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Product Manager,146800,146.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,374350,374.35,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,222830,222.83,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,234200,234.2,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,124000,124.0,Média,Presencial,USA
2024,Executivo,Tempo Integral,Director of Machine Learning,346800,346.8,Média,Presencial,USA
2024,Executivo,Tempo Integral,Director of Machine Learning,174100,174.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,250900,250.9,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,135200,135.2,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,113364,113.364,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,73752,73.752,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analyst,165300,165.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analyst,78700,78.7,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,228000,228.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,129000,129.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Scientist,27885,27.885,Média,Presencial,GBR
2024,Júnior,Tempo Integral,Data Scientist,27885,27.885,Média,Presencial,GBR
2024,Sênior,Tempo Integral,Data Engineer,149500,149.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,110500,110.5,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Engineer,111250,111.25,Média,Presencial,GBR
2024,Júnior,Tempo Integral,Data Engineer,83875,83.875,Média,Presencial,GBR
2024,Sênior,Tempo Integral,Data Engineer,178000,178.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,134000,134.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,240640,240.64,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,197760,197.76,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,303000,303.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,172000,172.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Computational Biologist,166500,166.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Computational Biologist,99900,99.9,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,208900,208.9,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,126600,126.6,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,161406,161.406,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,115290,115.29,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,117120,117.12,Média,Remoto,USA
2024,Pleno,Tempo Integral,Software Engineer,95825,95.825,Média,Remoto,USA
2024,Sênior,Tempo Integral,Engineer,230000,230.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,90000,90.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Associate,129000,129.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Associate,97000,97.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,172500,172.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,127500,127.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,125000,125.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Analyst,95000,95.0,Média,Remoto,USA
2024,Júnior,Tempo Integral,Data Analyst,160000,160.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,75000,75.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,150000,150.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Engineer,140000,140.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Scientist,152375,152.375,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Scientist,94000,94.0,Média,Remoto,USA
2024,Júnior,Tempo Integral,Data Scientist,120000,120.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Scientist,100000,100.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,234000,234.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,187200,187.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Applied Scientist,222200,222.2,Grande,Presencial,USA
2024,Pleno,Tempo Integral,Applied Scientist,136000,136.0,Grande,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,151400,151.4,Grande,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,67700,67.7,Grande,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,160000,160.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,160000,160.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Research Scientist,212800,212.8,Grande,Presencial,USA
2024,Pleno,Tempo Integral,Research Scientist,136000,136.0,Grande,Presencial,USA
2024,Sênior,Tempo Integral,Research Engineer,251000,251.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Research Engineer,200800,200.8,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analyst,160000,160.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analyst,110000,110.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,132100,132.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,93700,93.7,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,90000,90.0,Média,Remoto,CAN
2024,Júnior,Tempo Integral,Data Analyst,81000,81.0,Média,Remoto,CAN
2024,Pleno,Tempo Integral,Data Analyst,80000,80.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analyst,72000,72.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,357600,357.6,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,208600,208.6,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,357600,357.6,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,208600,208.6,Média,Presencial,USA
2024,Pleno,Tempo Integral,Robotics Engineer,88117,88.117,Média,Presencial,DEU
2024,Pleno,Tempo Integral,Robotics Engineer,70492,70.492,Média,Presencial,DEU
2024,Pleno,Tempo Integral,Machine Learning Engineer,210000,210.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Machine Learning Engineer,142000,142.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Machine Learning Engineer,175000,175.0,Média,Remoto,CAN
2024,Pleno,Tempo Integral,Machine Learning Engineer,125000,125.0,Média,Remoto,CAN
2024,Sênior,Tempo Integral,Machine Learning Engineer,110465,110.465,Média,Remoto,MEX
2024,Sênior,Tempo Integral,Machine Learning Engineer,93023,93.023,Média,Remoto,MEX
2024,Sênior,Tempo Integral,Machine Learning Engineer,233840,233.84,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,189110,189.11,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,280000,280.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,159750,159.75,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,220800,220.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,124800,124.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,133333,133.333,Média,Presencial,CHE
2024,Sênior,Tempo Integral,Machine Learning Engineer,133333,133.333,Média,Presencial,CHE
2024,Sênior,Tempo Integral,Data Engineer,200000,200.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,160000,160.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,223500,223.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,94200,94.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,143500,143.5,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Engineer,103500,103.5,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Engineer,166000,166.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,104000,104.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,130000,130.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Engineer,100000,100.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,AI Engineer,130000,130.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,AI Engineer,100000,100.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,AI Engineer,134000,134.0,Média,Presencial,CAN
2024,Pleno,Tempo Integral,AI Engineer,120000,120.0,Média,Presencial,CAN
2024,Sênior,Tempo Integral,Data Architect,266400,266.4,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Architect,183700,183.7,Média,Remoto,USA
2024,Sênior,Tempo Integral,Computer Vision Engineer,185000,185.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Computer Vision Engineer,140000,140.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Consultant,150000,150.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Consultant,115000,115.0,Média,Remoto,USA
2024,Júnior,Tempo Integral,Data Management Analyst,85000,85.0,Média,Remoto,USA
